id,name,address,postcode,a,b,lat,long,city,notes,website,History
144386,The Royal Standard,"The Royal Standard Public House, 1 Sheldon Street, Croydon",CR0 1SS,532215,165124,51.369804,-0.102006,Croydon,pub,https://www.theroyalstandardpub.com/,
144393,The Sir Julian Huxley,"152 - 154 Addington Road, South Croydon",CR2 8LB,535082,162291,51.343662,-0.061934,Croydon,pub,https://www.jdwetherspoon.com/pubs/the-sir-julian-huxley-selsdon/,spoons
144395,The Sparrowhawk,"2 Westow Hill, Upper Norwood, London",SE19 1RX,533501,170706,51.419647,-0.081446,Croydon,pub,http://sparrowhawkcp.com/,
144401,The Surrey Cricketers,"23 West Street, Croydon",CR0 1DJ,532316,164948,51.368187,-0.100622,Croydon,pub,http://www.thesurreycricketers.com/,
144409,The Tudor Rose,"The Tudor Rose Public House, 270 Coulsdon Road, Coulsdon",CR5 1EB,531163,158029,51.306274,-0.119726,Croydon,pub,https://www.tudorrosecoulsdon.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
144411,The Two Brewers P.H.,"The Two Brewers, 221 Gloucester Road, Croydon",CR0 2DW,533007,167179,51.388069,-0.089867,Croydon,pub,https://www.yourlocalguardian.co.uk/news/24887746.two-brewers-pub-croydon-closes-doors-permanently/,permanently closed
144415,The Village Club,"151 Addington Road, South Croydon",CR2 8LH,535130,162387,51.344511,-0.061199,Croydon,pub,http://www.selsdonvillageclub.co.uk/,
144417,The White Hart,"96 Church Road, Upper Norwood, London",SE19 2EZ,533513,170437,51.417226,-0.08138,Croydon,pub,https://www.thewhitehartse19.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
144469,Trickle,"26 Dingwall Road, Croydon",CR0 9XF,532626,165903,51.376698,-0.095806,Croydon,bar,https://www.tricklelondon.co.uk/,
144476,Trude Rotisserie,"The Alliance, 91 High Street, South Norwood, London",SE25 6EA,533947,168363,51.398495,-0.075934,Croydon,Cocktail bar,,
144546,Wattenden Arms,"Old Lodge Lane, Kenley",CR8 5EU,532360,158228,51.307785,-0.102491,Croydon,pub,https://www.wattendenarms.co.uk/,
144569,Whelans,"13-15 Selsdon Road, South Croydon",CR2 6PW,532603,164352,51.362766,-0.096724,Croydon,pub,http://whelanspubs.co.uk/whelans-croydon,
144571,Whispers Bar,"5 High Street, Purley",CR8 2AF,531353,161621,51.338512,-0.115675,Croydon,bar,https://whispersbar.com/,
421159,Netherne Community Amateur Sports Club,"Woodplace Lane, Hooley, Surrey",CR5 1NB,529495,157775,51.304374,-0.143729,Croydon,sport club,,
